Rank,Game,Platform,Publisher,Total_Sales,Na_Sales,Pal_Sales,Japan_Sales,Other_Sales,Year
4660,PES 2009: Pro Evolution Soccer,Wii,Konami  ,0.45,0.09,0.26,0.05,0.05,2009
4661,Just Dance 4,PS3,Ubisoft  ,0.45,0.26,0.11,0.0,0.08,2012
4662,Pirates of the Caribbean: At World's End,Wii,Disney Interactive Studios  ,0.45,0.39,0.02,0.01,0.04,2007
4663,Brunswick Pro Bowling,X360,Crave Entertainment  ,0.45,0.38,0.04,0.0,0.03,2010
4664,Style Savvy: Styling Star,3DS,Nintendo  ,0.45,0.0,0.29,0.14,0.02,2017
4665,Tekken Advance,GBA,Namco  ,0.45,0.32,0.12,0.0,0.01,2002
4666,Shin Megami Tensei: Persona 3,PS2,Atlus  ,0.45,0.22,0.03,0.0,0.2,2007
4667,LEGO Rock Band,DS,Warner Bros. Interactive  ,0.45,0.32,0.09,0.0,0.04,2009
4668,Persona,PS,Atlus  ,0.45,0.0,0.0,0.42,0.03,1996
4669,Sega Rally Revo,X360,Sega  ,0.45,0.12,0.28,0.0,0.05,2007
4670,Hot Wheels: Stunt Track Challenge,GBA,THQ  ,0.45,0.32,0.12,0.0,0.01,2004
4671,TNA iMPACT!,X360,Midway Games  ,0.45,0.26,0.15,0.0,0.04,2008
4672,Maze Craze: A Game of Cops 'n Robbers,2600,Atari  ,0.45,0.42,0.02,0.0,0.0,2078
4673,Prey (2017),XOne,Bethesda Softworks  ,0.45,0.21,0.2,0.0,0.04,2017
4674,Mobile Suit Gundam,PS,Bandai  ,0.45,0.0,0.0,0.42,0.03,1995
4675,Bee Movie Game,DS,Activision  ,0.45,0.41,0.0,0.0,0.03,2007
4676,"Warhammer 40,000: Space Marine",PS3,THQ  ,0.45,0.13,0.24,0.0,0.08,2011
4677,SingStar Take That,PS2,Sony Computer Entertainment  ,0.45,0.0,0.06,0.0,0.39,2009
4678,Final Fantasy Collection,PS,Square  ,0.45,0.0,0.0,0.42,0.03,1999
4679,Disney Sing It! High School Musical 3: Senior Year,PS2,Disney Interactive Studios  ,0.45,0.09,0.02,0.0,0.34,2009
4680,Tales of Zestiria,PS4,Namco Bandai Games  ,0.45,0.18,0.16,0.04,0.07,2015
4681,Samurai Warriors: Xtreme Legends,PS2,KOEI  ,0.45,0.04,0.03,0.36,0.01,2004
4682,NHL FaceOff,PS,Sony Computer Entertainment  ,0.45,0.25,0.17,0.0,0.03,1995
4683,WWE WrestleMania 21,XB,THQ  ,0.45,0.34,0.1,0.0,0.02,2005
4684,Skylanders: Trap Team,XOne,Activision  ,0.45,0.34,0.07,0.0,0.04,2014
4685,NBA Live 2005,GC,EA Sports  ,0.45,0.35,0.09,0.0,0.01,2004
4686,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,Namco Bandai Games  ,0.45,0.26,0.14,0.01,0.04,2012
4687,Disney Guilty Party,Wii,Disney Interactive Studios  ,0.45,0.42,0.0,0.0,0.03,2010
4688,NBA Live 10,X360,EA Sports  ,0.45,0.4,0.02,0.0,0.03,2009
4689,Harry Potter and the Deathly Hallows - Part 1,X360,Electronic Arts  ,0.45,0.21,0.2,0.0,0.04,2010
4690,Defender II,2600,Atari  ,0.45,0.42,0.02,0.0,0.0,1988
4691,F.E.A.R. 3,X360,Warner Bros. Interactive  ,0.45,0.3,0.11,0.01,0.04,2011
4692,WWE Day of Reckoning,GC,THQ  ,0.45,0.35,0.09,0.0,0.01,2004
4693,Worms: Open Warfare 2,PSP,THQ  ,0.45,0.04,0.27,0.0,0.14,2007
4694,ATV Quad Power Racing 2,XB,Acclaim Entertainment  ,0.45,0.36,0.07,0.0,0.01,2003
4695,Walt Disney World Quest: Magical Racing Tour,PS,Eidos Interactive  ,0.45,0.25,0.17,0.0,0.03,2000
4696,Skylanders Imaginators,WiiU,Activision  ,0.45,0.19,0.22,0.0,0.04,2016
4697,Sled Storm,PS2,EA Sports BIG   ,0.45,0.22,0.17,0.0,0.06,2002
4698,Vandal Hearts,PS,Konami  ,0.45,0.14,0.09,0.19,0.03,1997
4699,Virtua Tennis 4,PS3,Sega  ,0.45,0.09,0.24,0.03,0.08,2011
4700,Jawbreaker,2600,Tigervision  ,0.45,0.42,0.03,0.0,0.0,1982
4701,DmC Devil May Cry,X360,Capcom  ,0.45,0.27,0.13,0.01,0.04,2013
4702,Celebrity Sports Showdown,Wii,Electronic Arts  ,0.45,0.18,0.22,0.0,0.05,2008
4703,Scooby-Doo! Mystery Mayhem,PS2,THQ  ,0.45,0.22,0.17,0.0,0.06,2004
4704,Mario Golf: Advance Tour,GBA,Nintendo  ,0.45,0.32,0.12,0.0,0.01,2004
4705,Star Ocean 5: Integrity and Faithlessness,PS4,Square Enix  ,0.45,0.1,0.13,0.16,0.05,2016
4706,Sid Meier's Civilization Revolution,DS,2K Games  ,0.45,0.37,0.03,0.02,0.03,2008
4707,Silent Hill: Homecoming,X360,Konami  ,0.45,0.25,0.15,0.0,0.04,2008
4708,Discovery Kids: Kitten Corner,DS,505 Games  ,0.45,0.42,0.0,0.0,0.03,2009
4709,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,Sony Computer Entertainment  ,0.45,0.17,0.13,0.06,0.09,2010
4710,Rock Band Country Track Pack,Wii,MTV Games  ,0.44,0.41,0.0,0.0,0.03,2009
4711,Transformers: Dark of the Moon - Autobots/Decepticons,DS,Activision  ,0.44,0.32,0.08,0.0,0.04,2011
4712,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,Konami  ,0.44,0.22,0.17,0.0,0.06,2004
4713,Major League Baseball 2K6,PS2,2K Sports  ,0.44,0.37,0.01,0.0,0.06,2006
4714,Jampack Volume 13 (RP-M),PS2,Sony Computer Entertainment  ,0.44,0.37,0.01,0.0,0.06,2005
4715,World Soccer Winning Eleven 9,XB,Konami  ,0.44,0.06,0.33,0.02,0.03,2006
4716,NBA Live 2000,N64,EA Sports  ,0.44,0.42,0.02,0.0,0.0,1999
4717,"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,THQ  ,0.44,0.37,0.01,0.0,0.06,2005
4718,Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,Konami  ,0.44,0.22,0.17,0.0,0.06,2004
4719,Ninja Gaiden 3,PS3,Tecmo Koei  ,0.44,0.19,0.09,0.11,0.05,2012
4720,The Thing,PS2,VU Games  ,0.44,0.22,0.17,0.0,0.06,2002
4721,Shin Megami Tensei: Devil Survivor Overclocked,3DS,Atlus  ,0.44,0.34,0.01,0.06,0.04,2011
4722,Van Helsing,PS2,VU Games  ,0.44,0.22,0.17,0.0,0.06,2004
4723,X-Men Legends II: Rise of Apocalypse,XB,Activision  ,0.44,0.3,0.12,0.0,0.02,2005
4724,Transformers: Fall of Cybertron,X360,Activision  ,0.44,0.28,0.12,0.0,0.04,2012
4725,Sonic & Sega All-Stars Racing Transformed,PSV,Sega  ,0.44,0.09,0.25,0.0,0.1,2012
4726,Transformers: Revenge of the Fallen -- Autobots,DS,Activision  ,0.44,0.26,0.14,0.0,0.04,2009
4727,Deadpool,X360,Activision  ,0.44,0.26,0.14,0.0,0.04,2013
4728,Spawn: Armageddon,PS2,Namco  ,0.44,0.22,0.17,0.0,0.06,2003
4729,Lego Batman 3: Beyond Gotham,XOne,Warner Bros. Interactive Entertainment  ,0.44,0.24,0.17,0.0,0.04,2014
4730,The Godfather (US sales),XB,Electronic Arts  ,0.44,0.33,0.1,0.0,0.02,2006
4731,World Stadium EX,PS,Namco  ,0.44,0.0,0.0,0.41,0.03,1996
4732,Tiger Woods PGA Tour 2003,XB,EA Sports  ,0.44,0.35,0.08,0.0,0.01,2002
4733,Tony Hawk's Proving Ground,PS3,Activision  ,0.44,0.36,0.05,0.0,0.04,2007
4734,Battlefield 2: Modern Combat,PS2,Electronic Arts  ,0.44,0.37,0.01,0.0,0.06,2005
4735,Sleeping Dogs: Definitive Edition,PS4,Square Enix  ,0.44,0.16,0.21,0.0,0.07,2014
4736,Petz: Catz 2,Wii,Ubisoft  ,0.44,0.4,0.01,0.0,0.03,2007
4737,50 Cent: Bulletproof,XB,Vivendi Games  ,0.44,0.33,0.1,0.0,0.02,2005
4738,Densetsu no Stafi 2,GBA,Nintendo  ,0.44,0.0,0.0,0.43,0.01,2003
4739,Dance Dance Revolution: Hottest Party 3,Wii,Konami  ,0.44,0.26,0.14,0.0,0.04,2009
4740,Independence Day,PS,Fox Interactive  ,0.44,0.25,0.17,0.0,0.03,1997
4741,Skylanders SWAP Force,PS4,Activision  ,0.44,0.23,0.14,0.0,0.08,2013
4742,Hey! Pikmin,3DS,Nintendo  ,0.44,0.17,0.08,0.17,0.03,2017
4743,Chocobo Racing,PS,Square EA  ,0.44,0.07,0.05,0.3,0.03,1999
4744,LEGO Star Wars II: The Original Trilogy,XB,LucasArts  ,0.44,0.33,0.1,0.0,0.02,2006
4745,Viking: Battle for Asgard,X360,Sega  ,0.44,0.16,0.23,0.0,0.05,2008
4746,Metal Gear Solid HD Collection,PSV,Konami Digital Entertainment  ,0.44,0.12,0.2,0.05,0.08,2012
4747,Dragon Quest Heroes: Rocket Slime,DS,Square Enix  ,0.44,0.13,0.0,0.31,0.01,2006
4748,EA Sports UFC 3,XOne,EA Sports  ,0.44,0.3,0.1,0.0,0.04,2018
4749,Gundam SEED: Federation vs. Z.A.F.T.,PS2,Bandai  ,0.44,0.0,0.0,0.44,0.0,2005
4750,The Legend of Spyro: Dawn of the Dragon,PS3,Vivendi Games  ,0.44,0.19,0.19,0.0,0.07,2008
4751,Family Fest Presents Circus Games,Wii,Ubisoft  ,0.44,0.1,0.29,0.0,0.05,2008
4752,Ms. Pac-Man Maze Madness,PS,Namco  ,0.44,0.25,0.17,0.0,0.03,2000
4753,Pro Evolution Soccer 2016,PS3,Konami Digital Entertainment  ,0.44,0.11,0.12,0.16,0.05,2015
4754,Blood Omen: Legacy of Kain,PS,Crystal Dynamics  ,0.44,0.25,0.17,0.0,0.03,1996
4755,The Urbz: Sims in the City (all regions sales),DS,Electronic Arts  ,0.44,0.4,0.01,0.02,0.0,2004
4756,Super Bomberman 4,SNES,Hudson Soft  ,0.44,0.0,0.0,0.44,0.0,1996
4757,G-Force,Wii,Disney Interactive Studios  ,0.44,0.19,0.2,0.0,0.05,2009
4758,Star Fox: Zero,WiiU,Nintendo  ,0.44,0.2,0.12,0.09,0.03,2016
4759,Bomberman II,NES,Hudson Soft  ,0.44,0.16,0.03,0.15,0.1,1992
4760,Duke Nukem 64,N64,GT Interactive  ,0.44,0.35,0.08,0.0,0.01,1997
4761,Dragon Ball FighterZ,NS,Bandai Namco Entertainment  ,0.44,0.21,0.13,0.07,0.03,2018
4762,Ben 10 Alien Force: Vilgax Attacks,Wii,D3 Publisher  ,0.44,0.25,0.15,0.0,0.04,2009
4763,SingStar Queen,PS3,Sony Computer Entertainment  ,0.44,0.11,0.25,0.0,0.07,2009
4764,Tetris Axis,3DS,Nintendo  ,0.44,0.2,0.14,0.06,0.03,2011
4765,Story of Seasons,3DS,Xseed Games  ,0.44,0.0,0.15,0.28,0.01,2015
4766,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,THQ  ,0.44,0.34,0.09,0.0,0.01,2005
4767,Madden NFL 12,Wii,EA Sports  ,0.44,0.41,0.0,0.0,0.03,2011
4768,Super Robot Taisen OG: Original Generations,PS2,Banpresto  ,0.44,0.0,0.0,0.44,0.0,2007
4769,Army Men World War: Final Front,PS,3DO  ,0.44,0.24,0.17,0.0,0.03,2001
4770,Samurai Warriors 3,Wii,Nintendo  ,0.44,0.09,0.02,0.32,0.01,2010
4771,Spider-Man: Shattered Dimensions,PS3,Activision  ,0.44,0.26,0.13,0.0,0.05,2010
4772,Yu-Gi-Oh! 5D's Tag Force 4,PSP,Konami  ,0.44,0.19,0.07,0.12,0.05,2009
4773,Sid Meier's Civilization VI,PC,2K Games  ,0.44,0.12,0.29,0.0,0.03,2016
4774,Devil May Cry HD Collection,X360,Capcom  ,0.44,0.28,0.11,0.01,0.04,2012
4775,MX Unleashed,XB,THQ  ,0.44,0.34,0.08,0.0,0.02,2004
4776,Puppy Luv: Spa and Resort,DS,Activision  ,0.44,0.4,0.0,0.0,0.03,2007
4777,Jikkyou Powerful Pro Yakyuu 9,PS2,Konami  ,0.44,0.0,0.0,0.44,0.0,2002
4778,Grind Session,PS,Sony Computer Entertainment  ,0.44,0.24,0.17,0.0,0.03,2000
4779,Naruto: Gekitou Ninja Taisen! 3,GC,Tomy Corporation  ,0.44,0.0,0.0,0.43,0.01,2004
4780,Wario World,GC,Nintendo  ,0.44,0.34,0.09,0.0,0.01,2003
4781,Thrillville: Off the Rails,Wii,LucasArts  ,0.44,0.38,0.02,0.0,0.03,2007
4782,2014 FIFA World Cup Brazil,X360,EA Sports  ,0.44,0.15,0.25,0.0,0.03,2014
4783,Crash: Mind Over Mutant,Wii,Activision  ,0.44,0.35,0.06,0.0,0.03,2008
4784,Scooby-Doo! Mystery Mayhem,GBA,THQ  ,0.44,0.31,0.12,0.0,0.01,2003
4785,Super Breakout,2600,Atari  ,0.44,0.41,0.03,0.0,0.0,2078
4786,Eternal Sonata,PS3,Namco Bandai  ,0.44,0.19,0.12,0.07,0.05,2008
4787,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,Namco  ,0.44,0.0,0.0,0.44,0.0,2003
4788,Hyperdimension Neptunia,PS3,NIS America  ,0.44,0.22,0.1,0.07,0.04,2011
4789,Food Network: Cook or Be Cooked,Wii,Namco Bandai  ,0.44,0.41,0.0,0.0,0.03,2009
4790,Walk it Out!,Wii,Konami  ,0.44,0.35,0.06,0.0,0.03,2010
4791,TimeSplitters 2,GC,Eidos Interactive  ,0.44,0.34,0.09,0.0,0.01,2002
4792,Robert Ludlum's The Bourne Conspiracy,X360,Sierra Entertainment  ,0.44,0.26,0.13,0.0,0.04,2008
4793,Battlebots: Design & Destroy,GBA,Majesco  ,0.44,0.31,0.12,0.0,0.01,2003
4794,Wheel of Fortune,DS,THQ  ,0.44,0.41,0.0,0.0,0.03,2010
4795,Need for Speed: Shift 2 Unleashed,X360,Electronic Arts  ,0.44,0.18,0.21,0.0,0.05,2011
4796,Eternal Darkness: Sanity's Requiem,GC,Nintendo  ,0.44,0.34,0.09,0.0,0.01,2002
4797,Karaoke Revolution,Wii,Konami  ,0.44,0.24,0.16,0.0,0.04,2009
4798,Star Wars The Clone Wars: Republic Heroes,PS3,LucasArts  ,0.44,0.19,0.18,0.0,0.07,2009
4799,Power Rangers: S.P.D.,GBA,THQ  ,0.44,0.31,0.12,0.0,0.01,2005
4800,Jump Start Pet Rescue,Wii,Knowledge Adventure  ,0.44,0.41,0.0,0.0,0.03,2009
4801,Child of Eden,X360,Ubisoft  ,0.44,0.28,0.12,0.0,0.04,2011
4802,Naruto: Ultimate Ninja 3 (US sales),PS2,Namco Bandai  ,0.44,0.36,0.01,0.0,0.06,2008
4803,The Darkness,X360,2K Games  ,0.44,0.36,0.04,0.01,0.03,2007
4804,Resistance: Burning Skies,PSV,Sony Computer Entertainment  ,0.44,0.18,0.16,0.02,0.08,2012
4805,SingStar Motown,PS2,Sony Computer Entertainment  ,0.44,0.0,0.06,0.0,0.38,2009
4806,Naughty Bear,PS3,505 Games  ,0.44,0.18,0.18,0.0,0.07,2010
4807,Metro: Last Light,PS3,Deep Silver  ,0.44,0.14,0.21,0.03,0.07,2013
4808,Neon Genesis Evangelion,SAT,Sega  ,0.44,0.0,0.0,0.44,0.0,1996
4809,Mobile Suit Gundam: One Year War,PS2,Bandai  ,0.44,0.0,0.0,0.44,0.0,2005
4810,Tongari Boushi to Mahou no Otana,DS,Konami  ,0.44,0.0,0.0,0.44,0.0,2010
4811,God Eater 2: Rage Burst,PSV,Namco Bandai Games  ,0.44,0.0,0.05,0.38,0.01,2016
4812,NFL Blitz 20-03,PS2,Midway Games  ,0.44,0.21,0.17,0.0,0.06,2002
4813,SpongeBob's Atlantis SquarePantis,PS2,THQ  ,0.44,0.36,0.01,0.0,0.06,2007
4814,Nicktoons: Attack of the Toybots,Wii,THQ  ,0.44,0.4,0.0,0.0,0.03,2007
4815,LEGO DC Super-Villains,NS,Warner Bros. Interactive Entertainment  ,0.44,0.28,0.12,0.0,0.04,2018
4816,Remington Great American Bird Hunt,Wii,Mastiff  ,0.44,0.41,0.0,0.0,0.03,2009
4817,Star Wars: Jedi Starfighter,XB,LucasArts  ,0.44,0.35,0.07,0.0,0.02,2002
4818,Classic NES Series: Metroid,GBA,Nintendo  ,0.43,0.26,0.1,0.07,0.01,2004
4819,Master of Illusion,DS,Nintendo  ,0.43,0.16,0.0,0.26,0.01,2007
4820,Primal,PS2,Sony Computer Entertainment  ,0.43,0.21,0.17,0.0,0.06,2003
4821,Madden NFL 2002,N64,EA Sports  ,0.43,0.41,0.02,0.0,0.0,2001
4822,Need for Speed Underground 2,GBA,Electronic Arts  ,0.43,0.31,0.12,0.0,0.01,2004
4823,007: Quantum of Solace,PS2,Activision  ,0.43,0.17,0.0,0.0,0.26,2008
4824,Skylanders Imaginators,PS4,Activision  ,0.43,0.18,0.18,0.0,0.07,2016
4825,Trials Fusion,PS4,Ubisoft  ,0.43,0.13,0.23,0.01,0.07,2014
4826,Spec Ops: Covert Assault,PS,Take-Two Interactive  ,0.43,0.24,0.16,0.0,0.03,2001
4827,Nicktoons Unite!,GBA,THQ  ,0.43,0.31,0.12,0.0,0.01,2005
4828,SSX Tricky,XB,EA Sports BIG   ,0.43,0.32,0.09,0.0,0.02,2001
4829,Skylanders: SuperChargers,PS3,Activision  ,0.43,0.2,0.16,0.0,0.07,2015
4830,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,Buena Vista  ,0.43,0.36,0.01,0.0,0.06,2005
4831,My Spanish Coach,DS,Ubisoft  ,0.43,0.4,0.0,0.0,0.03,2007
4832,NiGHTS into dreams...,SAT,Sega  ,0.43,0.0,0.0,0.43,0.0,1996
4833,Dragon Ball Z: Shin Budokai - Another Road,PSP,Atari  ,0.43,0.19,0.09,0.08,0.07,2007
4834,Crash: Mind Over Mutant,PSP,Activision  ,0.43,0.11,0.21,0.0,0.11,2008
4835,NCAA Football 2004,XB,EA Sports  ,0.43,0.4,0.02,0.0,0.02,2003
4836,DanceStar Party,PS3,Sony Computer Entertainment  ,0.43,0.0,0.34,0.0,0.09,2011
4837,Bionicle,PS2,Electronic Arts  ,0.43,0.21,0.17,0.0,0.06,2003
4838,MLB 2002,PS,Sony Computer Entertainment  ,0.43,0.24,0.16,0.0,0.03,2001
4839,MLB 14 The Show,PS3,Sony Computer Entertainment America  ,0.43,0.35,0.0,0.0,0.08,2014
4840,TimeSplitters,PS2,Eidos Interactive  ,0.43,0.21,0.17,0.0,0.06,2000
4841,Barnstorming,2600,Activision  ,0.43,0.4,0.02,0.0,0.0,1982
4842,Max Payne 3,PC,Rockstar Games  ,0.43,0.16,0.22,0.0,0.05,2012
4843,InuYasha: The Secret of the Cursed Mask,PS2,Bandai  ,0.43,0.21,0.17,0.0,0.06,2004
4844,Barbie: Groom and Glam Pups,DS,THQ  ,0.43,0.25,0.14,0.0,0.04,2010
4845,The Powerpuff Girls: Him and Seek,GBA,BAM! Entertainment  ,0.43,0.31,0.11,0.0,0.01,2002
4846,Mega Man Zero 2,GBA,Capcom  ,0.43,0.18,0.07,0.17,0.01,2003
4847,Just Dance 2017,WiiU,Ubisoft  ,0.43,0.19,0.21,0.0,0.04,2016
4848,Wonder Project J: Kikai no Shonen Pino,SNES,Enix  ,0.43,0.0,0.0,0.43,0.0,1994
4849,NBA 2K13,Wii,2K Sports  ,0.43,0.36,0.03,0.0,0.04,2012
4850,OkamiDen,DS,Capcom  ,0.43,0.21,0.07,0.13,0.02,2011
4851,The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,Majesco  ,0.43,0.31,0.11,0.0,0.01,2004
4852,Rocksmith 2014,XOne,Ubisoft  ,0.43,0.31,0.08,0.0,0.04,2016
4853,TouchMaster 3,DS,Warner Bros. Interactive  ,0.43,0.29,0.11,0.0,0.04,2009
4854,Dora the Explorer: Dora Puppy,DS,2K Play  ,0.43,0.39,0.01,0.0,0.03,2009
4855,Alpha Protocol,PS3,Sega  ,0.43,0.19,0.17,0.0,0.07,2010
4856,Ghostbusters: The Video Game,PS2,Atari  ,0.43,0.15,0.04,0.0,0.24,2009
4857,Hunter: The Reckoning  Wayward,PS2,VU Games  ,0.43,0.21,0.16,0.0,0.06,2003
4858,Mischief Makers,N64,Nintendo  ,0.43,0.25,0.06,0.07,0.06,1997
4859,WipEout 64,N64,Midway Games  ,0.43,0.28,0.14,0.0,0.01,1998
4860,"Barbie: Jet, Set & Style!",DS,THQ  ,0.43,0.34,0.05,0.0,0.04,2011
4861,Castlevania: Dawn of Sorrow,DS,Konami  ,0.43,0.34,0.03,0.03,0.03,2005
4862,Deer Drive,DS,Mastiff  ,0.43,0.4,0.0,0.0,0.03,2010
4863,Petz Bunnyz,DS,Ubisoft  ,0.43,0.39,0.01,0.0,0.03,2008
4864,EyeToy: AntiGrav,PS2,Sony Computer Entertainment  ,0.43,0.36,0.01,0.0,0.06,2004
4865,EverQuest Online Adventures,PS2,Sony Online Entertainment  ,0.43,0.21,0.16,0.0,0.05,2003
4866,NBA 2K18,NS,2K Sports  ,0.43,0.3,0.06,0.03,0.04,2017
4867,Asura's Wrath,PS3,Capcom  ,0.43,0.2,0.12,0.06,0.05,2012
4868,Doom (2016),NS,Bethesda Softworks  ,0.43,0.24,0.15,0.01,0.04,2017
4869,Cool Boarders,PS,Sony Computer Entertainment  ,0.43,0.1,0.07,0.24,0.03,1996
4870,NHL 19,PS4,EA Sports  ,0.43,0.26,0.09,0.0,0.08,2018
4871,Mobile Suit Gundam: Zeonic Front,PS2,Bandai  ,0.43,0.09,0.07,0.25,0.02,2002
4872,Tales of the World: Radiant Mythology,PSP,Namco Bandai  ,0.43,0.17,0.01,0.23,0.02,2007
4873,Atelier Totori: The Adventurer of Arland,PS3,NIS America  ,0.43,0.12,0.07,0.21,0.03,2011
4874,Monopoly,PS2,Electronic Arts  ,0.43,0.21,0.16,0.0,0.05,2008
4875,Dawn of Mana,PS2,Square Enix  ,0.43,0.07,0.05,0.29,0.02,2007
4876,Disney Sing It,X360,Disney Interactive Studios  ,0.43,0.39,0.01,0.0,0.03,2008
4877,Petz: Horsez 2,DS,Ubisoft  ,0.43,0.39,0.0,0.0,0.03,2007
4878,Madden NFL 2003,GC,EA Sports  ,0.43,0.33,0.09,0.0,0.01,2002
4879,Backyard Baseball,GBA,Atari  ,0.43,0.31,0.11,0.0,0.01,2002
4880,Destiny: The Taken King,PS3,Activision  ,0.43,0.21,0.12,0.03,0.07,2015
4881,Midway Arcade Treasures,XB,Midway Games  ,0.43,0.33,0.08,0.0,0.01,2003
4882,Sniper Elite III,XOne,505 Games  ,0.43,0.27,0.12,0.0,0.04,2014
4883,Def Jam Icon,PS3,Electronic Arts  ,0.43,0.16,0.19,0.0,0.07,2007
4884,Bakugan: Battle Brawlers,PS2,Activision  ,0.43,0.21,0.16,0.0,0.05,2009
4885,NHL FaceOff 99,PS,989 Studios  ,0.43,0.24,0.16,0.0,0.03,1998
4886,SEGA Classics Collection,PS2,Sega  ,0.43,0.21,0.16,0.0,0.05,2005
4887,LEGO Marvel's Avengers,PS3,Warner Bros. Interactive Entertainment  ,0.43,0.13,0.23,0.0,0.07,2016
4888,Sin and Punishment: Star Successor,Wii,Nintendo  ,0.43,0.19,0.14,0.06,0.03,2010
4889,Ben 10 Alien Force: Vilgax Attacks,PSP,D3 Publisher  ,0.43,0.13,0.19,0.0,0.11,2009
4890,Naruto: Ninja Council 3,DS,D3 Publisher  ,0.42,0.39,0.0,0.0,0.03,2007
4891,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,Banpresto  ,0.42,0.0,0.0,0.42,0.0,2011
4892,Neon Genesis Evangelion 2nd Impression,SAT,Sega  ,0.42,0.0,0.0,0.42,0.0,1997
4893,NBA Street,GC,EA Sports BIG   ,0.42,0.33,0.09,0.0,0.01,2002
4894,Hello Neighbor,XOne,Gearbox Software  ,0.42,0.27,0.11,0.0,0.04,2017
4895,Juiced: Eliminator,PSP,THQ  ,0.42,0.11,0.2,0.0,0.12,2006
4896,The Legend of Spyro: The Eternal Night,PS2,Sierra Entertainment  ,0.42,0.21,0.16,0.0,0.05,2007
4897,Mega Man Battle Network,GBA,Capcom  ,0.42,0.14,0.05,0.22,0.01,2001
4898,Pirates of the Caribbean: At World's End,PSP,Disney Interactive Studios  ,0.42,0.15,0.17,0.0,0.1,2007
4899,25 To Life,PS2,Eidos Interactive  ,0.42,0.35,0.01,0.0,0.06,2006
4900,NHL 2K6,PS2,2K Sports  ,0.42,0.21,0.16,0.0,0.05,2005
4901,Saints Row IV: Re-Elected,PS4,Deep Silver  ,0.42,0.15,0.18,0.03,0.06,2015
4902,Medal of Honor: Rising Sun,GC,Electronic Arts  ,0.42,0.33,0.09,0.0,0.01,2003
4903,2010 FIFA World Cup South Africa,Wii,EA Sports  ,0.42,0.23,0.15,0.01,0.04,2010
4904,The Sims,XB,Electronic Arts  ,0.42,0.31,0.1,0.0,0.01,2003
4905,Fossil Fighters: Frontier,3DS,Nintendo  ,0.42,0.13,0.04,0.23,0.02,2015
4906,Dog's Life,PS2,Hip Interactive  ,0.42,0.21,0.16,0.0,0.05,2004
4907,Ben 10 Alien Force: Vilgax Attacks,DS,D3 Publisher  ,0.42,0.22,0.16,0.0,0.04,2009
4908,The X Files,PS,Fox Interactive  ,0.42,0.24,0.16,0.0,0.03,1999
4909,Super Wagyan Land,SNES,Namco  ,0.42,0.0,0.0,0.42,0.0,1991
4910,Rascal,PS,Sony Computer Entertainment  ,0.42,0.24,0.16,0.0,0.03,1998
4911,Tony Hawk's American Wasteland,GC,Activision  ,0.42,0.33,0.08,0.0,0.01,2005
4912,Command & Conquer 3: Tiberium Wars,X360,Electronic Arts  ,0.42,0.35,0.04,0.0,0.03,2007
4913,Famicom Mini: Super Mario Bros. 2,GBA,Nintendo  ,0.42,0.0,0.0,0.41,0.01,2004
4914,Ragnarok Odyssey,PSV,Xseed Games  ,0.42,0.2,0.01,0.16,0.05,2012
4915,TRON: Evolution,PS3,Disney Interactive Studios  ,0.42,0.27,0.1,0.0,0.05,2010
4916,Colony Wars,PS,Psygnosis  ,0.42,0.24,0.16,0.0,0.03,1997
4917,All-Star Baseball 2004,PS2,Acclaim Entertainment  ,0.42,0.21,0.16,0.0,0.05,2003
4918,Big Strike Bowling,PS,Take-Two Interactive  ,0.42,0.23,0.16,0.0,0.03,2003
4919,NBA 2K11,PSP,2K Sports  ,0.42,0.39,0.0,0.0,0.03,2010
4920,NASCAR Thunder 2002,PS,EA Sports  ,0.42,0.23,0.16,0.0,0.03,2001
4921,Grandia,SAT,ESP  ,0.42,0.0,0.0,0.42,0.0,1997
4922,ESPN NHL 2K5,XB,Sega  ,0.42,0.32,0.09,0.0,0.02,2004
4923,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,Konami  ,0.42,0.3,0.11,0.0,0.01,2005
4924,Hot Wheels World Race,PS2,THQ  ,0.42,0.21,0.16,0.0,0.05,2003
4925,Avatar: The Last Airbender - The Burning Earth,PS2,THQ  ,0.42,0.21,0.16,0.0,0.05,2007
4926,Guitar Hero: Smash Hits,X360,Activision  ,0.42,0.23,0.15,0.0,0.04,2009
4927,Superman: Shadow of Apokolips,PS2,Atari  ,0.42,0.21,0.16,0.0,0.05,2002
4928,Just Dance: Summer Party,Wii,Ubisoft  ,0.42,0.4,0.0,0.0,0.03,2011
4929,Horsez,DS,Ubisoft  ,0.42,0.38,0.01,0.0,0.03,2006
